result,white_elo,black_elo,opening,num_moves,moves
0-1,1558,1612,French Defense: Exchange Variation,33,1. e4 { [%clk 0:05:00] } 1... e6 { [%clk 0:05:00] } 2. Nf3 { [%clk 0:05:03] } 2... d5 { [%clk 0:05:02] } 3. exd5 { [%clk 0:05:04] } 3... exd5 { [%clk 0:05:05] } 4. d4 { [%clk 0:05:05] } 4... Nf6 { [%clk 0:05:08] } 5. h3 { [%clk 0:05:03] } 5... Be7 { [%clk 0:05:11] } 6. Be3 { [%clk 0:05:05] } 6... Bf5 { [%clk 0:05:12] } 7. Bd3 { [%clk 0:05:07] } 7... Bxd3 { [%clk 0:05:13] } 8. Qxd3 { [%clk 0:05:10] } 8... O-O { [%clk 0:05:14] } 9. c3 { [%clk 0:05:12] } 9... Nbd7 { [%clk 0:05:13] } 10. Nbd2 { [%clk 0:05:15] } 10... Re8 { [%clk 0:05:12] } 11. O-O { [%clk 0:05:12] } 11... Nf8 { [%clk 0:05:14] } 12. Rfe1 { [%clk 0:05:00] } 12... Ng6 { [%clk 0:05:14] } 13. Bg5 { [%clk 0:05:00] } 13... c6 { [%clk 0:05:13] } 14. Bxf6 { [%clk 0:04:57] } 14... Bxf6 { [%clk 0:05:15] } 15. Rxe8+ { [%clk 0:04:59] } 15... Qxe8 { [%clk 0:05:16] } 16. Re1 { [%clk 0:05:01] } 16... Qf8 { [%clk 0:05:12] } 17. Ne5 { [%clk 0:04:37] } 17... Qd6 { [%clk 0:05:08] } 18. Nxg6 { [%clk 0:04:22] } 18... hxg6 { [%clk 0:05:09] } 19. Nf3 { [%clk 0:04:08] } 19... Kf8 { [%clk 0:05:07] } 20. Ne5 { [%clk 0:03:46] } 20... Re8 { [%clk 0:05:07] } 21. Qg3 { [%clk 0:02:54] } 21... Bxe5 { [%clk 0:04:48] } 22. Rxe5 { [%clk 0:02:45] } 22... Rxe5 { [%clk 0:04:48] } 23. Qxe5 { [%clk 0:02:48] } 23... Qxe5 { [%clk 0:04:50] } 24. dxe5 { [%clk 0:02:51] } 24... g5 { [%clk 0:04:42] } 25. g3 { [%clk 0:02:40] } 25... Ke7 { [%clk 0:04:37] } 26. f4 { [%clk 0:02:04] } 26... gxf4 { [%clk 0:04:37] } 27. gxf4 { [%clk 0:02:05] } 27... Ke6 { [%clk 0:04:40] } 28. Kf2 { [%clk 0:02:00] } 28... Kf5 { [%clk 0:04:41] } 29. Kf3 { [%clk 0:02:00] } 29... c5 { [%clk 0:04:43] } 30. Ke3 { [%clk 0:00:41] } 30... b5 { [%clk 0:04:39] } 31. b4 { [%clk 0:00:17] } 31... cxb4 { [%clk 0:04:34] } 32. cxb4 { [%clk 0:00:18] } 32... g6 { [%clk 0:04:17] } 33. Kd4 { [%clk 0:00:12] } 33... Ke6 { [%clk 0:04:16] }
0-1,1881,1938,Horwitz Defense,29,1. d4 { [%clk 0:10:00] } 1... e6 { [%clk 0:10:00] } 2. Nf3 { [%clk 0:10:00] } 2... d5 { [%clk 0:09:59] } 3. e3 { [%clk 0:10:00] } 3... h6 { [%clk 0:09:55] } 4. Bd3 { [%clk 0:09:59] } 4... Nf6 { [%clk 0:09:53] } 5. c3 { [%clk 0:09:58] } 5... Bd6 { [%clk 0:09:51] } 6. Nbd2 { [%clk 0:09:57] } 6... a6 { [%clk 0:09:49] } 7. O-O { [%clk 0:09:56] } 7... O-O { [%clk 0:09:46] } 8. Qe2 { [%clk 0:09:55] } 8... Nc6 { [%clk 0:09:39] } 9. e4 { [%clk 0:09:54] } 9... dxe4 { [%clk 0:09:35] } 10. Nxe4 { [%clk 0:09:53] } 10... Nxe4 { [%clk 0:09:34] } 11. Qxe4 { [%clk 0:09:51] } 11... f5 { [%clk 0:09:32] } 12. Qe2 { [%clk 0:09:43] } 12... b5 { [%clk 0:09:24] } 13. Ne5 { [%clk 0:09:35] } 13... Bxe5 { [%clk 0:09:20] } 14. dxe5 { [%clk 0:09:32] } 14... Bb7 { [%clk 0:09:16] } 15. Rd1 { [%clk 0:09:25] } 15... Qe7 { [%clk 0:09:10] } 16. b4 { [%clk 0:09:09] } 16... Rad8 { [%clk 0:09:07] } 17. Be3 { [%clk 0:09:03] } 17... Nxe5 { [%clk 0:09:02] } 18. Bc5 { [%clk 0:08:59] } 18... Qf6 { [%clk 0:08:56] } 19. Bxf8 { [%clk 0:08:53] } 19... Rxf8 { [%clk 0:08:54] } 20. c4 { [%clk 0:08:21] } 20... bxc4 { [%clk 0:08:34] } 21. Bxc4 { [%clk 0:08:18] } 21... Kh8 { [%clk 0:08:28] } 22. Bxa6 { [%clk 0:08:05] } 22... Bd5 { [%clk 0:08:21] } 23. Qh5 { [%clk 0:06:13] } 23... Ra8 { [%clk 0:08:05] } 24. Be2 { [%clk 0:05:53] } 24... Rxa2 { [%clk 0:08:00] } 25. Rxa2 { [%clk 0:05:33] } 25... Bxa2 { [%clk 0:07:58] } 26. Rd8+ { [%clk 0:05:31] } 26... Kh7 { [%clk 0:07:55] } 27. Qe8 { [%clk 0:05:16] } 27... Nf7 { [%clk 0:07:02] } 28. Bh5 { [%clk 0:04:40] } 28... Nxd8 { [%clk 0:06:05] } 29. Qxd8 { [%clk 0:04:20] } 29... Qxd8 { [%clk 0:05:59] }
0-1,1204,3058,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",17,1. e4 { [%clk 0:15:00] } 1... e5 { [%clk 0:15:00] } 2. Nf3 { [%clk 0:15:00] } 2... Nc6 { [%clk 0:15:00] } 3. Bb5 { [%clk 0:15:00] } 3... Nf6 { [%clk 0:15:00] } 4. O-O { [%clk 0:14:59] } 4... Nxe4 { [%clk 0:14:59] } 5. Re1 { [%clk 0:14:59] } 5... Nd6 { [%clk 0:14:59] } 6. Nxe5 { [%clk 0:14:59] } 6... Be7 { [%clk 0:14:59] } 7. Bf1 { [%clk 0:14:59] } 7... Nxe5 { [%clk 0:14:59] } 8. Rxe5 { [%clk 0:14:57] } 8... O-O { [%clk 0:14:59] } 9. d4 { [%clk 0:14:57] } 9... Bf6 { [%clk 0:14:59] } 10. Re1 { [%clk 0:14:54] } 10... Re8 { [%clk 0:14:58] } 11. c3 { [%clk 0:14:53] } 11... Rxe1 { [%clk 0:14:58] } 12. Qxe1 { [%clk 0:14:53] } 12... Nf5 { [%clk 0:14:58] } 13. Nd2 { [%clk 0:14:52] } 13... d5 { [%clk 0:14:58] } 14. Nf3 { [%clk 0:14:52] } 14... Nd6 { [%clk 0:14:58] } 15. Bf4 { [%clk 0:14:49] } 15... a5 { [%clk 0:14:57] } 16. a4 { [%clk 0:14:48] } 16... Bf5 { [%clk 0:14:57] } 17. h3 { [%clk 0:14:46] } 17... c6 { [%clk 0:14:57] } 18. Ne5 { [%clk 0:14:32] }
0-1,1488,1500,Modern Defense,46,1. e4 { [%clk 0:03:00] } 1... g6 { [%clk 0:03:00] } 2. Nf3 { [%clk 0:03:01] } 2... Bg7 { [%clk 0:03:02] } 3. d4 { [%clk 0:03:03] } 3... d5 { [%clk 0:03:03] } 4. e5 { [%clk 0:03:04] } 4... Bf5 { [%clk 0:03:02] } 5. c4 { [%clk 0:03:05] } 5... c6 { [%clk 0:02:53] } 6. Nc3 { [%clk 0:03:06] } 6... e6 { [%clk 0:02:51] } 7. Bf4 { [%clk 0:03:06] } 7... h5 { [%clk 0:02:51] } 8. h3 { [%clk 0:03:00] } 8... Bh6 { [%clk 0:02:53] } 9. Bxh6 { [%clk 0:02:56] } 9... Nxh6 { [%clk 0:02:52] } 10. Bd3 { [%clk 0:02:55] } 10... Bxd3 { [%clk 0:02:51] } 11. Qxd3 { [%clk 0:02:55] } 11... Nf5 { [%clk 0:02:51] } 12. O-O { [%clk 0:02:50] } 12... Nd7 { [%clk 0:02:52] } 13. b3 { [%clk 0:02:47] } 13... c5 { [%clk 0:02:52] } 14. dxc5 { [%clk 0:02:45] } 14... Nxc5 { [%clk 0:02:52] } 15. Qd2 { [%clk 0:02:35] } 15... a6 { [%clk 0:02:53] } 16. cxd5 { [%clk 0:02:32] } 16... exd5 { [%clk 0:02:51] } 17. Nxd5 { [%clk 0:02:33] } 17... Kf8 { [%clk 0:02:31] } 18. Rfe1 { [%clk 0:02:29] } 18... Kg7 { [%clk 0:02:31] } 19. Rac1 { [%clk 0:02:26] } 19... b6 { [%clk 0:02:26] } 20. b4 { [%clk 0:02:13] } 20... Ne6 { [%clk 0:02:26] } 21. Rcd1 { [%clk 0:01:57] } 21... Rc8 { [%clk 0:02:10] } 22. Ng5 { [%clk 0:01:45] } 22... Nxg5 { [%clk 0:02:10] } 23. f4 { [%clk 0:01:35] } 23... Ne6 { [%clk 0:02:10] } 24. Qf2 { [%clk 0:01:31] } 24... Qe8 { [%clk 0:02:10] } 25. Nxb6 { [%clk 0:01:26] } 25... Rc6 { [%clk 0:02:04] } 26. a4 { [%clk 0:01:15] } 26... Qg8 { [%clk 0:01:29] } 27. b5 { [%clk 0:01:11] } 27... Rc5 { [%clk 0:01:24] } 28. bxa6 { [%clk 0:01:01] } 28... Ra5 { [%clk 0:01:22] } 29. Qf1 { [%clk 0:00:34] } 29... Qb8 { [%clk 0:01:19] } 30. Nd7 { [%clk 0:00:33] } 30... Qb2 { [%clk 0:01:13] } 31. Rb1 { [%clk 0:00:29] } 31... Qa2 { [%clk 0:01:11] } 32. Ra1 { [%clk 0:00:25] } 32... Qd2 { [%clk 0:01:07] } 33. Red1 { [%clk 0:00:25] } 33... Qe3+ { [%clk 0:01:05] } 34. Kh2 { [%clk 0:00:22] } 34... Qg3+ { [%clk 0:01:05] } 35. Kh1 { [%clk 0:00:23] } 35... Ne3 { [%clk 0:01:05] } 36. Qg1 { [%clk 0:00:19] } 36... Nxd1 { [%clk 0:01:00] } 37. Rxd1 { [%clk 0:00:21] } 37... Rxa4 { [%clk 0:01:00] } 38. a7 { [%clk 0:00:21] } 38... Rxa7 { [%clk 0:00:59] } 39. Qxa7 { [%clk 0:00:20] } 39... Nxf4 { [%clk 0:00:59] } 40. Qg1 { [%clk 0:00:21] } 40... Ra8 { [%clk 0:00:54] } 41. Rf1 { [%clk 0:00:22] } 41... Ra2 { [%clk 0:00:54] } 42. Rxf4 { [%clk 0:00:20] } 42... Qxf4 { [%clk 0:00:54] } 43. Nf6 { [%clk 0:00:19] } 43... Qxe5 { [%clk 0:00:53] } 44. Nxh5+ { [%clk 0:00:19] } 44... gxh5 { [%clk 0:00:52] } 45. Qf1 { [%clk 0:00:16] } 45... h4 { [%clk 0:00:51] } 46. Qd3 { [%clk 0:00:16] } 46... Ra1+ { [%clk 0:00:46] }
1-0,1857,1842,French Defense: Marshall Gambit,8,1. e4 { [%clk 0:03:00] } 1... e6 { [%clk 0:03:00] } 2. d4 { [%clk 0:02:59] } 2... d5 { [%clk 0:03:00] } 3. Nc3 { [%clk 0:02:58] } 3... c5 { [%clk 0:02:59] } 4. exd5 { [%clk 0:02:57] } 4... exd5 { [%clk 0:02:58] } 5. dxc5 { [%clk 0:02:56] } 5... Bxc5 { [%clk 0:02:58] } 6. Qxd5 { [%clk 0:02:54] } 6... Qxd5 { [%clk 0:02:57] } 7. Nxd5 { [%clk 0:02:54] } 7... Bb6 { [%clk 0:02:48] } 8. Be3 { [%clk 0:02:47] } 8... Bd7 { [%clk 0:02:36] } 9. Bxb6 { [%clk 0:02:44] }
1-0,1743,1726,Sicilian Defense: Alapin Variation,30,1. e4 { [%clk 0:03:00] } 1... c5 { [%clk 0:03:00] } 2. c3 { [%clk 0:02:59] } 2... Nc6 { [%clk 0:03:00] } 3. d4 { [%clk 0:02:59] } 3... cxd4 { [%clk 0:02:59] } 4. cxd4 { [%clk 0:02:59] } 4... g6 { [%clk 0:02:58] } 5. Nf3 { [%clk 0:02:58] } 5... Bg7 { [%clk 0:02:58] } 6. Nc3 { [%clk 0:02:57] } 6... Nf6 { [%clk 0:02:57] } 7. e5 { [%clk 0:02:53] } 7... Nh5 { [%clk 0:02:48] } 8. Be2 { [%clk 0:02:51] } 8... O-O { [%clk 0:02:35] } 9. Be3 { [%clk 0:02:49] } 9... d6 { [%clk 0:02:33] } 10. exd6 { [%clk 0:02:41] } 10... exd6 { [%clk 0:02:29] } 11. O-O { [%clk 0:02:39] } 11... Bg4 { [%clk 0:02:27] } 12. Qb3 { [%clk 0:02:32] } 12... Rb8 { [%clk 0:02:18] } 13. Rad1 { [%clk 0:02:25] } 13... a6 { [%clk 0:02:14] } 14. Ne1 { [%clk 0:02:16] } 14... Bxe2 { [%clk 0:02:13] } 15. Nxe2 { [%clk 0:02:16] } 15... Nf6 { [%clk 0:02:09] } 16. Nf3 { [%clk 0:02:14] } 16... Ne4 { [%clk 0:02:07] } 17. Nc3 { [%clk 0:02:10] } 17... Nxc3 { [%clk 0:02:02] } 18. Qxc3 { [%clk 0:02:10] } 18... Rc8 { [%clk 0:02:00] } 19. Qe1 { [%clk 0:02:03] } 19... Re8 { [%clk 0:01:51] } 20. h3 { [%clk 0:01:53] } 20... d5 { [%clk 0:01:44] } 21. Qe2 { [%clk 0:01:42] } 21... Qb6 { [%clk 0:01:41] } 22. b3 { [%clk 0:01:36] } 22... f5 { [%clk 0:01:39] } 23. Qd3 { [%clk 0:01:30] } 23... Re4 { [%clk 0:01:32] } 24. Rfe1 { [%clk 0:01:15] } 24... Rce8 { [%clk 0:01:26] } 25. Ng5 { [%clk 0:01:05] } 25... R4e7 { [%clk 0:01:19] } 26. Nf3 { [%clk 0:00:52] } 26... Nb4 { [%clk 0:01:16] } 27. Qd2 { [%clk 0:00:49] } 27... Nc6 { [%clk 0:01:11] } 28. Ne5 { [%clk 0:00:44] } 28... Nxe5 { [%clk 0:01:09] } 29. dxe5 { [%clk 0:00:44] } 29... Rxe5 { [%clk 0:01:07] } 30. Bxb6 { [%clk 0:00:43] } 30... Rxe1+ { [%clk 0:01:05] } 31. Rxe1 { [%clk 0:00:43] }
1-0,1435,1389,"Alekhine Defense: Mokele Mbembe, Vavra Defense",37,1. d4 { [%clk 0:03:00] } 1... e6 { [%clk 0:03:00] } 2. e4 { [%clk 0:03:00] } 2... Nf6 { [%clk 0:02:52] } 3. e5 { [%clk 0:03:01] } 3... Ne4 { [%clk 0:02:45] } 4. Bd3 { [%clk 0:03:02] } 4... Qh4 { [%clk 0:02:37] } 5. Nh3 { [%clk 0:02:57] } 5... Bb4+ { [%clk 0:02:30] } 6. c3 { [%clk 0:02:53] } 6... Nxf2 { [%clk 0:02:24] } 7. Nxf2 { [%clk 0:02:48] } 7... Be7 { [%clk 0:02:18] } 8. g3 { [%clk 0:02:43] } 8... Qg5 { [%clk 0:02:12] } 9. O-O { [%clk 0:02:39] } 9... Qg6 { [%clk 0:02:06] } 10. Bxg6 { [%clk 0:02:35] } 10... hxg6 { [%clk 0:02:01] } 11. Qf3 { [%clk 0:02:30] } 11... Nc6 { [%clk 0:01:56] } 12. Qg2 { [%clk 0:02:26] } 12... O-O { [%clk 0:01:51] } 13. a3 { [%clk 0:02:21] } 13... Rd8 { [%clk 0:01:47] } 14. Ra2 { [%clk 0:02:17] } 14... Na5 { [%clk 0:01:42] } 15. Re1 { [%clk 0:02:12] } 15... Nb3 { [%clk 0:01:38] } 16. Qf1 { [%clk 0:02:09] } 16... c5 { [%clk 0:01:34] } 17. Be3 { [%clk 0:02:05] } 17... cxd4 { [%clk 0:01:31] } 18. cxd4 { [%clk 0:02:01] } 18... Rb8 { [%clk 0:01:27] } 19. d5 { [%clk 0:01:58] } 19... exd5 { [%clk 0:01:24] } 20. Nd2 { [%clk 0:01:54] } 20... Nxd2 { [%clk 0:01:21] } 21. Bxd2 { [%clk 0:01:51] } 21... Bc5 { [%clk 0:01:18] } 22. Be3 { [%clk 0:01:48] } 22... Bxe3 { [%clk 0:01:15] } 23. Rxe3 { [%clk 0:01:45] } 23... d6 { [%clk 0:01:12] } 24. e6 { [%clk 0:01:42] } 24... fxe6 { [%clk 0:01:10] } 25. Ra1 { [%clk 0:01:39] } 25... d4 { [%clk 0:01:07] } 26. Re2 { [%clk 0:01:36] } 26... Bd7 { [%clk 0:01:05] } 27. Rd2 { [%clk 0:01:33] } 27... e5 { [%clk 0:01:03] } 28. Re1 { [%clk 0:01:31] } 28... Rbc8 { [%clk 0:01:01] } 29. Ne4 { [%clk 0:01:28] } 29... Bf5 { [%clk 0:00:59] } 30. Ng5 { [%clk 0:01:25] } 30... d3 { [%clk 0:00:57] } 31. g4 { [%clk 0:01:23] } 31... Rc2 { [%clk 0:00:55] } 32. Rxc2 { [%clk 0:01:21] } 32... dxc2 { [%clk 0:00:53] } 33. gxf5 { [%clk 0:01:18] } 33... d5 { [%clk 0:00:52] } 34. Kg2 { [%clk 0:01:16] } 34... gxf5 { [%clk 0:00:50] } 35. Rc1 { [%clk 0:01:14] } 35... Rc8 { [%clk 0:00:49] } 36. Qxf5 { [%clk 0:01:11] } 36... Rc4 { [%clk 0:00:47] } 37. Qf7+ { [%clk 0:01:12] } 37... Kh8 { [%clk 0:00:46] } 38. Qf8# { [%clk 0:01:12] }
1-0,1148,849,Scotch Game: Malaniuk Variation,23,1. e4 { [%clk 0:04:00] } 1... e5 { [%clk 0:04:00] } 2. Nf3 { [%clk 0:03:59] } 2... Nc6 { [%clk 0:03:59] } 3. d4 { [%clk 0:03:53] } 3... exd4 { [%clk 0:03:58] } 4. Nxd4 { [%clk 0:03:51] } 4... Bb4+ { [%clk 0:03:56] } 5. Nc3 { [%clk 0:03:46] } 5... Nf6 { [%clk 0:03:44] } 6. Qf3 { [%clk 0:03:43] } 6... d6 { [%clk 0:03:35] } 7. Bg5 { [%clk 0:03:36] } 7... Bg4 { [%clk 0:03:26] } 8. Nxc6 { [%clk 0:03:24] } 8... bxc6 { [%clk 0:02:55] } 9. Qf4 { [%clk 0:03:18] } 9... O-O { [%clk 0:02:46] } 10. Bxf6 { [%clk 0:03:15] } 10... Qe7 { [%clk 0:02:42] } 11. Bxe7 { [%clk 0:03:13] } 11... Bxc3+ { [%clk 0:02:38] } 12. bxc3 { [%clk 0:03:11] } 12... Rae8 { [%clk 0:02:39] } 13. Bxf8 { [%clk 0:03:07] } 13... Rxf8 { [%clk 0:02:39] } 14. Qxg4 { [%clk 0:02:59] } 14... d5 { [%clk 0:02:38] } 15. exd5 { [%clk 0:02:52] } 15... Re8+ { [%clk 0:02:39] } 16. Be2 { [%clk 0:02:51] } 16... cxd5 { [%clk 0:02:36] } 17. O-O-O { [%clk 0:02:48] } 17... d4 { [%clk 0:02:32] } 18. Bb5 { [%clk 0:02:46] } 18... dxc3 { [%clk 0:02:34] } 19. Bxe8 { [%clk 0:02:46] } 19... Kf8 { [%clk 0:02:33] } 20. Qc8 { [%clk 0:02:41] } 20... Ke7 { [%clk 0:02:33] } 21. Rhe1+ { [%clk 0:02:38] } 21... Kf6 { [%clk 0:02:32] } 22. Bxf7 { [%clk 0:02:29] } 22... Kg5 { [%clk 0:02:21] } 23. Re5+ { [%clk 0:02:21] } 23... Kf6 { [%clk 0:02:20] } 24. Qe6# { [%clk 0:02:18] }
1-0,1221,524,Italian Game,16,1. e4 { [%clk 0:04:00] } 1... e5 { [%clk 0:04:00] } 2. Nf3 { [%clk 0:04:02] } 2... Nc6 { [%clk 0:03:54] } 3. Bc4 { [%clk 0:04:02] } 3... d5 { [%clk 0:03:31] } 4. exd5 { [%clk 0:04:01] } 4... Nb4 { [%clk 0:03:19] } 5. d6 { [%clk 0:03:59] } 5... Bg4 { [%clk 0:02:58] } 6. dxc7 { [%clk 0:03:55] } 6... Nc6 { [%clk 0:02:44] } 7. cxd8=Q+ { [%clk 0:03:47] } 7... Nxd8 { [%clk 0:02:44] } 8. O-O { [%clk 0:03:48] } 8... Bc5 { [%clk 0:02:39] } 9. d4 { [%clk 0:03:48] } 9... Bxd4 { [%clk 0:02:33] } 10. Qd3 { [%clk 0:03:46] } 10... Nf6 { [%clk 0:01:35] } 11. Nxd4 { [%clk 0:03:42] } 11... exd4 { [%clk 0:00:54] } 12. Re1+ { [%clk 0:03:41] } 12... Kd7 { [%clk 0:00:51] } 13. Qxd4+ { [%clk 0:03:39] } 13... Kc8 { [%clk 0:00:38] } 14. Qc5+ { [%clk 0:03:34] } 14... Nc6 { [%clk 0:00:24] } 15. Bf4 { [%clk 0:03:26] } 15... b6 { [%clk 0:00:20] } 16. Qd6 { [%clk 0:03:26] } 16... Nd4 { [%clk 0:00:18] } 17. Qc7# { [%clk 0:03:00] }
0-1,1133,1022,Italian Game: Giuoco Piano,20,1. e4 { [%clk 0:04:00] } 1... e5 { [%clk 0:04:00] } 2. Nf3 { [%clk 0:03:58] } 2... Bc5 { [%clk 0:03:58] } 3. Bc4 { [%clk 0:04:00] } 3... Nc6 { [%clk 0:03:56] } 4. O-O { [%clk 0:04:01] } 4... a6 { [%clk 0:03:56] } 5. d3 { [%clk 0:04:01] } 5... b5 { [%clk 0:03:55] } 6. Bd5 { [%clk 0:03:59] } 6... Nf6 { [%clk 0:03:49] } 7. Bg5 { [%clk 0:03:55] } 7... h6 { [%clk 0:03:49] } 8. Bxf6 { [%clk 0:03:55] } 8... Qxf6 { [%clk 0:03:48] } 9. Nc3 { [%clk 0:03:51] } 9... Bb7 { [%clk 0:03:44] } 10. a3 { [%clk 0:03:42] } 10... O-O { [%clk 0:03:30] } 11. b4 { [%clk 0:03:41] } 11... Ba7 { [%clk 0:03:22] } 12. d4 { [%clk 0:03:32] } 12... exd4 { [%clk 0:03:21] } 13. e5 { [%clk 0:03:04] } 13... Qe7 { [%clk 0:03:15] } 14. Ne4 { [%clk 0:02:48] } 14... Rab8 { [%clk 0:02:56] } 15. Rb1 { [%clk 0:02:28] } 15... Nxe5 { [%clk 0:02:31] } 16. Nxd4 { [%clk 0:02:20] } 16... Bxd5 { [%clk 0:02:19] } 17. Nc3 { [%clk 0:01:43] } 17... Qg5 { [%clk 0:02:04] } 18. Nf3 { [%clk 0:01:38] } 18... Nxf3+ { [%clk 0:02:03] } 19. Qxf3 { [%clk 0:01:38] } 19... Bxf3 { [%clk 0:02:01] } 20. Kh1 { [%clk 0:01:03] } 20... Qxg2# { [%clk 0:01:53] }
0-1,1348,1933,Four Knights Game: Italian Variation,18,1. e4 { [%clk 0:04:00] } 1... e5 { [%clk 0:04:00] } 2. Nf3 { [%clk 0:04:01] } 2... Nc6 { [%clk 0:04:01] } 3. Bc4 { [%clk 0:04:02] } 3... Nf6 { [%clk 0:04:01] } 4. Nc3 { [%clk 0:04:03] } 4... Nxe4 { [%clk 0:04:02] } 5. Nxe4 { [%clk 0:04:03] } 5... d5 { [%clk 0:04:02] } 6. Bb5 { [%clk 0:03:58] } 6... dxe4 { [%clk 0:04:02] } 7. Nxe5 { [%clk 0:03:58] } 7... Qd5 { [%clk 0:04:00] } 8. Bxc6+ { [%clk 0:03:57] } 8... bxc6 { [%clk 0:04:02] } 9. Ng4 { [%clk 0:03:55] } 9... Bd6 { [%clk 0:03:32] } 10. Qe2 { [%clk 0:03:54] } 10... O-O { [%clk 0:03:08] } 11. O-O { [%clk 0:03:55] } 11... f5 { [%clk 0:02:41] } 12. Ne3 { [%clk 0:03:54] } 12... Qe5 { [%clk 0:02:43] } 13. Qc4+ { [%clk 0:03:51] } 13... Be6 { [%clk 0:02:41] } 14. Qxe6+ { [%clk 0:03:42] } 14... Qxe6 { [%clk 0:02:43] } 15. d4 { [%clk 0:03:39] } 15... f4 { [%clk 0:02:42] } 16. Nd1 { [%clk 0:03:34] } 16... f3 { [%clk 0:02:43] } 17. g3 { [%clk 0:03:35] } 17... Qh3 { [%clk 0:02:44] } 18. Be3 { [%clk 0:03:30] } 18... Qg2# { [%clk 0:02:42] }
